id,sup,tot,ht_h,ht_a,ft_h,ft_a
765,-0.68,2.71,0,0,1,0
766,-0.99,2.52,0,1,1,3
767,0.35,2.99,0,1,0,2
768,1.21,2.91,2,0,7,0
769,-1.24,2.92,0,1,0,1
770,-0.27,3.09,0,0,0,1
771,0.68,3,1,0,3,1
772,0.25,2.99,2,0,2,2
773,0.58,2.01,0,0,0,1
774,0.38,2.56,1,0,4,1
775,-0.39,2.59,0,0,0,0
776,0.45,2.55,1,1,1,3
777,0.19,2.78,0,1,1,1
778,1.7,3.38,0,0,5,1
779,-0.28,2.58,2,1,3,1
780,-0.88,2.33,0,0,1,2
781,0.82,2.84,0,0,1,1
782,0.16,2.3,1,0,1,1
783,0.52,3.33,1,3,1,3
784,1.17,2.76,6,1,6,2
785,-0.3,2.71,1,0,1,2
786,0.39,2.42,1,0,1,1
787,-1.2,2.49,0,1,1,1
788,1.26,2.55,2,1,2,1
789,0.55,2.74,0,1,0,1
790,-0.05,2.65,1,0,1,1
791,-0.06,2.65,1,0,1,1
792,-1.3,3.38,0,1,0,3
793,1.52,3.03,0,0,2,1
794,0.18,2.72,1,0,3,0
795,0.7,2.83,1,1,3,1
796,0.83,2.65,1,0,3,1
797,1.34,3.18,2,0,2,0
798,0.48,2.79,0,1,1,1
799,-0.01,2.5,0,1,0,2
800,0.18,2.7,0,0,0,0
801,1.63,2.3,1,0,3,0
802,-0.41,2.46,1,1,2,3
803,0.24,2.66,1,0,3,1
804,-0.53,2.24,0,0,0,0
805,0.07,2.58,0,0,1,1
806,1.3,3.18,1,0,1,1
807,-0.02,2.6,1,0,1,1
808,0.8,2.7,2,1,4,1
809,-0.02,2.63,0,2,0,3
810,0.87,2.51,0,0,2,1
811,0.44,2.81,2,0,2,0
812,0.79,2.37,1,1,1,3
813,0.89,3.05,1,1,3,2
814,-1.27,2.65,0,1,0,1
815,-0.07,3.08,1,0,5,1
816,0.25,2.75,0,1,1,2
817,1.59,2.7,0,1,0,1
818,-0.02,2.55,0,0,0,2
819,0.5,2.86,3,1,3,1
820,-0.04,2.46,0,1,0,1
821,1.49,3.2,1,0,3,0
822,1.02,3.34,3,0,3,1
823,0.9,3.21,1,0,6,0
824,-0.62,2.86,0,0,1,1
825,1.23,3.32,0,0,1,1
826,0.49,2.42,1,1,2,1
827,0.48,2.19,3,0,4,1
828,0.14,2.47,1,1,1,1
829,0.5,3.08,1,0,1,1
830,1.05,2.78,0,0,0,2
831,-0.33,3.21,0,0,1,2
832,-0.93,2.64,0,1,0,1
833,1.26,2.74,0,0,0,1
834,0.48,3.07,0,0,3,1
835,1.45,3.08,2,0,3,0
836,1.13,2.79,3,1,4,1
837,0.35,3.09,1,0,3,0
838,-1.22,3.31,0,4,0,8
839,-0.72,2.5,0,1,1,1
840,-0.19,3.17,0,2,2,3
841,0.64,2.72,0,1,1,2
842,0.68,2.4,0,0,1,1
843,0.11,2.85,0,0,0,0
844,0.79,2.94,1,1,3,2
845,-0.32,2.87,3,0,3,2
846,0.12,2.2,0,1,0,3
847,0.8,2.58,0,4,2,6
848,0.76,2.19,2,1,2,2
849,0.65,2.35,0,1,1,1
850,0.53,2.46,2,0,2,0
851,0.41,2.81,0,1,0,3
852,0.85,2.77,1,0,2,0
853,-0.03,2.33,0,0,0,0
854,-1.14,3.06,0,1,0,1
855,-0.03,2.73,0,0,0,4
856,-0.03,3.28,0,1,0,1
857,1.02,2.53,1,0,2,0
858,0.93,2.47,3,0,4,0
859,1.7,2.99,2,0,4,0
860,0.28,2.33,1,1,2,1
861,0.32,2.87,1,2,2,2
862,0.89,3.1,3,0,7,0
863,0.72,2.48,0,0,2,0
864,-1.57,2.85,0,2,0,4
865,1.05,3.12,0,0,6,1
866,-0.16,3.05,0,0,2,0
867,0.99,2.6,0,1,1,1
868,1.08,3.17,1,1,2,1
869,0.5,2.71,0,0,2,0
870,0.35,2.73,0,1,0,3
871,0.25,2.49,0,0,2,2
872,0.23,2.67,0,0,0,1
873,0.27,2.94,1,0,3,1
874,0.06,3.23,0,0,0,0
875,0.16,2.95,1,1,2,1
876,1.23,2.89,0,1,1,1
877,0.06,2.88,1,0,1,0
878,0.27,2.35,0,0,1,1
879,-1.02,2.89,0,0,1,1
880,1.09,2.48,0,0,2,1
881,0.14,2.54,0,2,3,3
882,0.4,2.86,0,0,0,0
883,0.28,2.81,1,0,3,1
884,0.78,2.56,1,0,1,0
885,1.02,2.83,1,1,2,2
886,-1.78,2.97,0,2,0,6
887,0.54,2.15,1,0,2,1
888,1,2.8,1,0,2,0
889,-0.41,3.09,0,0,2,1
890,-0.88,3.24,0,2,1,4
891,0.32,2.23,0,0,0,0
892,-0.8,2.85,0,2,0,3
893,-0.04,2.27,2,1,3,1
894,0.03,2.62,2,0,2,1
895,0.36,2.69,0,1,1,1
896,1.42,2.58,1,1,2,1
897,0.32,3.01,2,2,3,4
898,1.17,2.53,1,0,1,0
899,-1.31,2.51,0,0,0,2
900,-0.32,2.2,0,0,1,2
901,1.7,2.77,1,0,1,0
902,0.17,2.08,0,1,1,1
903,1.2,2.46,0,0,3,0
904,0.99,2.84,0,0,0,0
905,-0.51,3.37,0,1,1,1
906,0.48,2.79,2,2,3,4
907,0.39,2.66,0,1,0,2
908,-0.9,2.84,0,1,1,2
909,0.56,2.56,1,1,1,2
910,1.09,2.97,0,0,0,1
911,0.46,2.76,0,0,2,0
912,0.37,2.55,1,0,4,0
913,0.43,2.45,1,0,2,1
914,-0.3,2.45,0,1,0,1
915,-0.34,2.49,1,1,1,1
916,1.3,2.76,3,0,4,0
917,0.71,2.37,0,1,0,1
918,0.69,2.71,0,0,0,1
919,1.69,2.71,2,0,2,0
920,1.19,2.26,0,1,1,1
921,1.25,3.22,1,1,2,1
922,0.44,2.3,1,2,2,2
923,1.77,2.9,1,0,2,2
924,-0.37,2.67,1,1,2,1
925,-0.97,3.05,1,0,1,0
926,-0.58,2.63,0,1,2,2
927,-0.9,2.85,2,1,2,1
928,-0.33,3.08,0,0,0,0
929,1.17,3.2,0,0,0,0
930,-0.52,2.5,0,0,0,0
931,-0.35,2.6,1,0,2,0
932,0.5,3.14,1,1,2,1
933,1.7,2.64,1,0,2,0
934,1.03,2.94,0,0,2,0
935,1.82,2.88,2,2,3,2
936,0.18,2.64,0,2,1,2
937,0.36,2.65,1,0,2,0
938,0.87,2.92,1,0,1,0
939,1.16,2.94,0,0,3,0
940,0.67,2.88,0,2,1,2
941,0.2,2.67,1,0,2,0
942,1.94,3.05,2,0,4,0
943,1.33,2.6,1,2,5,2
944,0.25,2.69,0,2,0,2
945,-0.02,2.54,1,0,3,0
946,0.59,2.71,1,0,3,1
947,0.32,2.21,0,0,0,0
948,0.32,2.58,1,1,1,1
949,0.65,2.92,2,1,3,1
950,0.21,2.18,0,0,1,0
951,0.53,2.28,0,1,3,1
952,0.21,2.26,0,0,0,2
953,1.06,2.48,0,0,1,0
954,0.24,2.37,0,1,0,2
955,0.63,2.86,1,1,2,1
956,-0.04,2.3,0,0,0,0
957,-0.7,3.07,0,1,0,1
958,0.5,2.37,0,0,1,0
959,0.42,2.87,2,0,2,0
960,-0.15,3.06,0,1,0,2
961,0.28,2.52,2,0,2,0
962,0.47,2.37,1,0,1,0
963,0.11,2.82,0,0,2,0
964,0.08,2.59,1,2,2,2
965,0.75,2.47,0,0,0,1
966,-0.26,2.8,0,1,1,1
967,-0.32,2.51,0,0,0,2
968,0.7,2.76,0,1,1,1
969,-0.33,2.54,0,0,1,1
970,-0.38,3.05,0,3,1,5
971,0.69,2.59,2,0,3,0
972,0.9,2.57,3,0,6,1
973,0.4,3.39,1,0,2,0
974,0.64,3.33,0,0,3,1
975,0.83,2.83,0,0,1,0
976,0.94,3.33,0,0,3,0
977,0.99,2.85,0,0,1,0
978,-0.12,2.71,0,0,2,0
979,-0.38,2.35,0,0,1,1
980,0.18,2.93,0,1,1,2
981,0.18,2.58,1,0,1,1
982,-0.56,2.73,1,0,2,0
983,1.09,2.89,1,1,2,2
984,0.31,2.25,1,1,3,2
985,1.55,3.24,1,0,4,0
986,0.89,3.14,0,0,1,0
987,-0.42,3.06,1,0,2,0
988,0.21,1.98,1,0,1,0
989,0.77,2.97,0,0,2,1
990,0.45,2.88,1,1,3,1
991,-0.16,2.8,1,1,1,2
992,1.35,2.78,1,1,1,1
993,0.07,2.75,0,2,0,2
994,0.65,2.83,1,0,1,0
995,0.16,2.65,1,1,2,1
996,-0.52,2.86,0,0,1,0
997,0.24,2.59,1,0,1,1
998,-0.44,2.58,0,0,0,1
999,1.79,3.31,0,0,2,0
1000,0.75,2.77,0,0,1,0
1001,0.68,2.06,0,0,0,0
1002,1.32,2.56,0,0,0,0
1003,1.94,3.25,1,0,2,0
1004,0.8,2.92,0,1,1,1
1005,1.55,3.09,0,0,1,0
1006,0.35,2.64,0,1,1,3
1007,-0.42,2.45,0,0,1,0
1008,-0.99,2.43,0,3,0,4
1009,-0.35,2.72,0,1,0,1
1010,1.23,2.84,0,0,2,1
1011,0.28,2.36,1,2,1,2
1012,0.07,2.26,0,1,2,1
1013,0.96,3.05,0,0,2,0
1014,1.07,2.36,0,1,1,1
1015,0.02,2.24,0,2,0,4
1016,0.54,2.38,0,0,0,0
1017,-0.76,2.5,0,2,2,5
1018,-0.86,2.69,0,0,1,0
1019,-1.52,3.18,0,2,0,2
1020,0.68,2.76,0,1,2,1
1021,-0.11,2.29,0,1,0,1
1022,1.02,2.23,0,0,1,0
1023,-0.44,2.31,0,0,0,0
1024,0.24,2.88,0,2,0,2
1025,0.05,2.45,0,1,0,1
1026,1.31,3.05,1,0,4,1
1027,0.37,2.14,0,0,1,1
1028,-0.21,2.95,1,0,5,0
1029,-1.29,2.88,0,0,0,2
1030,0.72,2.75,2,0,3,2
1031,-0.11,3.01,0,3,1,3
1032,0.85,3.02,0,1,0,1
1033,0.93,2.84,2,0,2,0
1034,0.63,2.74,1,0,1,0
1035,0.27,2.83,0,0,0,0
1036,0.36,2.78,0,2,0,2
1037,1.1,2.46,0,0,0,0
1038,0.29,2.99,1,0,1,1
1039,0.37,2.48,1,1,2,3
1040,1.38,2.98,1,0,4,0
1041,0.16,2.5,2,0,2,0
1042,1.78,3.14,0,0,0,0
1043,-0.81,2.9,0,0,0,0
1044,0.97,2.3,3,0,5,1
1045,0.75,2.79,1,1,2,1
1046,-0.31,2.88,2,0,3,1
1047,0.76,3.08,1,1,3,3
1048,0.73,2.38,0,0,2,0
1049,0.37,2.49,0,0,1,0
1050,1.5,3.17,2,0,5,0
1051,0.5,2.63,2,0,4,0
1052,0.14,2.65,0,0,0,2
1053,-0.02,2.31,0,0,0,2
1054,-1.64,2.72,1,1,1,2
1055,0.76,2.85,1,0,3,0
1056,0.15,2.48,0,1,0,1
1057,0.45,2.45,0,0,1,0
1058,0.41,3.18,0,0,1,0
1059,0.48,2.75,1,1,1,1
1060,-0.08,2.93,1,0,1,0
1061,0.45,2.81,0,0,0,0
1062,0.22,2.55,2,0,3,1
1063,1.7,2.84,2,1,2,2
1064,0.37,2.91,1,1,5,3
1065,0.74,2.6,0,0,1,1
1066,-1.26,2.42,0,0,0,1
1067,-0.52,2.77,0,0,0,1
1068,1.1,3.18,1,1,1,1
1069,-0.16,3.14,2,0,2,0
